NUM BEN,BENEFICIARIO,RFC,FACT-NUE-FO,CONTRATO,CONCEPTO,TIPO,# OP,FECHA,IMPORTE,SHEET,MES,FACT,NUM OP,FDO-#OP
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,"CONSUMO DE DIESEL DE LA SEMANA DEL 08 AL 14 DE FEBRERO DE 2021,",TR,1019406.0,2021-03-05,338600.14,GASTOS VARIOS,MARZO,BPSATK3785-158003-872,,
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,CONSUMO DE GASOLINA DE LA SEMANA DEL 08 AL 14 DE FEBRERO  DE 2021.,TR,1019406.0,2021-03-05,375367.56,GASTOS VARIOS,MARZO,BPSATK3786-158003-871,,
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 16 AL 22 DE NOVIEMBRE DE 2020. INCLUYE NC POR $200.23 (BPSATY19),TR,1019469.0,2021-03-16,329920.62,GASTOS VARIOS,MARZO,BPSATK3609-158003-1010,,
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,CONSUMO DE GASOLINA DE LA SEMANA DEL 16 AL 22 DE NOVIEMBRE DE 2020. INCLUYE NC POR $111.48 (BPSATY20),TR,1019469.0,2021-03-16,356093.31,GASTOS VARIOS,MARZO,BPSATK3610-158003-1009,,
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 23 AL 29 DE NOVIEMBRE DE 2020.,TR,1019469.0,2021-03-16,322392.78,GASTOS VARIOS,MARZO,BPSATK3611-158003-1080,,
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,"CONSUMO DE GASOLINA DE LA SEMANA DEL 23 AL 29 DE NOVIEMBRE  DE 2020, INCLUYE NC POR $ 13.34 (BPSATY21)",TR,1019469.0,2021-03-16,323814.07,GASTOS VARIOS,MARZO,BPSATK3613-158003-1073,,
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,CONSUMO DE DIESEL DELASEMANA 30 AL 30 DE NOVIEMBRE DE 2020. INCLUYE NC POR $420 (BPSATY22),TR,1019469.0,2021-03-16,177559.05,GASTOS VARIOS,MARZO,BPSATK3618-158003-1142,,
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,CONSUMO DE GASOLINA DE LA SEMANA DEL 30 AL 30 DE NOVIEMBRE DE 2020,TR,1019469.0,2021-03-16,60132.43,GASTOS VARIOS,MARZO,BPSATK3620-158003-1119,,
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 1 AL 6 DE DICIEMBRE  DE 2020.,TR,1019469.0,2021-03-16,159189.0,GASTOS VARIOS,MARZO,BPSATK3623-158003-1181,,
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,"CONSUMO DE DIESEL DE LA SEMANA DEL 07 AL 13 DE DICIEMBRE DE 2020,  INCLUYE NC POR 2.49 (BPSATY24)",TR,1019601.0,2021-03-26,316984.83,GASTOS VARIOS,MARZO,BPSATK 3632-158003-1209,,
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,CONSUMO DE GASOLINA DE LA SEMANA DEL 26 AL 31 DE OCTUBRE DE 2020. INCLUYE NC POR $ 141.75 (BPSATY36),TR,1019601.0,2021-03-26,69393.03,GASTOS VARIOS,MARZO,BPSATK3730-158003-231,,
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 14 AL 20 DE DICIEMBRE DE 2020,TR,1019601.0,2021-03-26,86919.22,GASTOS VARIOS,MARZO,BPSATK3731-158003-1241,,
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 21 AL 27 DE DICIEMBRE DE 2020. ICLUYE NC POR $50.38 (BPSATY37),TR,1019601.0,2021-03-26,374341.44,GASTOS VARIOS,MARZO,BPSATK3738-158003-1226,,
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 15 AL 21 DE FEBRERO DE 2021. INCLUYE NC POR $331.64 (BPSATY39),TR,1019601.0,2021-03-26,322435.72,GASTOS VARIOS,MARZO,BPSATK3814-158003-1172,,
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,CONSUMO DE GASOLINA DE LA SEMANA DEL 15 AL 21 DE FEBRERO DE 2021.INCLUYE NC POR $0.46 (BPSATY40),TR,1019601.0,2021-03-26,401733.82,GASTOS VARIOS,MARZO,BPSATK3815-158003-1171,,
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 28 AL 31 DE DICIEMBRE DE 2020.INCLUYE NC POR $23.61 (BPSATY41),TR,1019601.0,2021-03-26,819448.46,GASTOS VARIOS,MARZO,BPSATK3834-158003-1232,,
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 22 AL 28 DE FEBRERO DE 2021.INCLUYE NC POR $448.93 (BPSATY42),TR,1019601.0,2021-03-26,376906.31,GASTOS VARIOS,MARZO,BPSATK3847-158003-1355,,
370011,"SERVICIO GAS LINCOLN, S.A. DE C.V.",SGL090907EM8,,SAD-625-2020,CONSUMO DE GASOLINA DE LA SEMANA DEL 22 AL 28 DE FEBRERO DE 2021. INCLUYE NC POR $57.03 (BPSATY43),TR,1019601.0,2021-03-26,383519.48,GASTOS VARIOS,MARZO,BPSATK3848-158003-1364,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE GASOLINA DE LA SEMANA DEL 01 AL 01 DE NOVIEMBRE 2020,TR,1019375.0,2021-03-02,4169.14,GASTOS VARIOS,MARZO,BPLGK78471633-158003-561,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 02 AL 08 DE NOVIEMBRE DE 2020.,TR,1019375.0,2021-03-02,170713.56,GASTOS VARIOS,MARZO,BPLGK78471640-158003-562,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE GASOLINA DE LA SEMANA DEL 02 AL 08 DE NOVIEMBRE 2020. INCLUYE NC POR $ 2.54 (BPLGY15),TR,1019375.0,2021-03-02,96951.68,GASTOS VARIOS,MARZO,BPLGK78471642-158003-718,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 08 AL 14 FEBRERO 2021,TR,1019409.0,2021-03-05,267990.89,GASTOS VARIOS,MARZO,BPLGK78471831-158003-887,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE GASOLINA DE LA SEMANA DEL 08 AL 14 DE FEBRERO 2021,TR,1019409.0,2021-03-05,283104.26,GASTOS VARIOS,MARZO,BPLGK78471832-158003-886,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 09 AL 15 DE NOVIEMBRE DE 2020,TR,1019440.0,2021-03-12,192563.81,GASTOS VARIOS,MARZO,BPLGK78471647-158003-1003,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE GASOLINA DE LA SEMANA DEL 09 AL 15 DE NOVIEMBRE 2020. INCLUYE NC POR $0.18 (BPLGY16),TR,1019440.0,2021-03-12,150714.16,GASTOS VARIOS,MARZO,BPLGK78471649-158003-1026,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 16 AL 22 NOVIEMBRE  2020,TR,1019470.0,2021-03-16,173420.47,GASTOS VARIOS,MARZO,BPLGK78471650-158003-1024,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE GASOLINA DE LA SEMANA DEL 16 AL 22 DE NOVIEMBRE  2020.,TR,1019470.0,2021-03-16,148086.24,GASTOS VARIOS,MARZO,BPLGK78471652-158003-1042,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 23 AL 29 DE NOVIEMBRE DE 2020,TR,1019470.0,2021-03-16,178982.13,GASTOS VARIOS,MARZO,BPLGK78471653-158003-1152,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE GASOLINA DE LA SEMANA DEL 23 AL 29 DE NOVIEMBRE 2020,TR,1019470.0,2021-03-16,170184.7,GASTOS VARIOS,MARZO,BPLGK78471655-158003-1160,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 30 AL 30 NOVIEMBRE 2020,TR,1019470.0,2021-03-16,85358.31,GASTOS VARIOS,MARZO,BPLGK78471663-158003-1136,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE GASOLINA DE LA SEMANA DEL 30 AL 30  DE NOVIEMBRE 2020. INCLUYE NC POR $183.90 (BPLGY17),TR,1019470.0,2021-03-16,39428.15,GASTOS VARIOS,MARZO,BPLGK78471664-158003-1081,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 1 AL 6  DE DICIEMBRE DE 2020,TR,1019496.0,2021-03-19,114820.8,GASTOS VARIOS,MARZO,BPLGK78471665-158003-1199,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 07 AL 13 DICIEMBRE 2020.,TR,1019496.0,2021-03-19,206144.45,GASTOS VARIOS,MARZO,BPLGK78471669-158003-1227,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 14 AL 20 DE DICIEMBRE DE  2020.,TR,1019496.0,2021-03-19,340267.96,GASTOS VARIOS,MARZO,BPLGK78471781-158003-1240,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 21 AL 27 DE DICIEMBRE DE  2020. INCLUYE NC POR $1.62 (BPLGY19),TR,1019496.0,2021-03-19,882939.12,GASTOS VARIOS,MARZO,BPLGK78471789-158003-1229,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 28  AL 31 DICIEMBRE 2020. INCLUYE NC POR $25.22 (BPLGY20),TR,1019496.0,2021-03-19,398095.13,GASTOS VARIOS,MARZO,BPLGK78471791-158003-1239,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 15 AL 21 FEBRERO 2021,TR,1019597.0,2021-03-26,333254.72,GASTOS VARIOS,MARZO,BPLGK78471865-158003-1272,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE GASOLINA DE LA SEMANA DEL 15 AL 21 DE FEBRERO 2021.,TR,1019597.0,2021-03-26,394778.93,GASTOS VARIOS,MARZO,BPLGK78471866-158003-1264,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE DIESEL DE LA SEMANA DEL 22 AL 28 FEBRERO 2021,TR,1019597.0,2021-03-26,270487.41,GASTOS VARIOS,MARZO,BPLGK78471897-158003-1387,,
370012,"GS GAS Q, S.A. DE C.V.",GGQ131004TJ6,,SAD-627-2020,CONSUMO DE GASOLINA DE LA SEMANA DEL 22 AL 28 DE FEBRERO 2021,TR,1019597.0,2021-03-26,302190.82,GASTOS VARIOS,MARZO,BPLGK78471898-158003-1389,,
203013,ARROYAVE MENDOZA LILIANA MARCELA,AOML930815BY3,,NO APLICA,HONORARIOS ASIMILABLES A SUELDO 119460,CH,1104886.0,2021-03-24,2531.66,SERV PERSONALES,MARZO,119460-158004-159,,
203013,BAUTISTA CORONADO YAHAIRA STEPHANIE,BACY980320L41,,NO APLICA,FINIQUITO 117642,CH,1104874.0,2021-03-24,19029.55,SERV PERSONALES,MARZO,117642-158004-128,,
203013,CHAVEZ RIVERA CECILIA ALEXANDRA,CARC931114551,,NO APLICA,FINIQUITO 117465,CH,1104887.0,2021-03-24,18847.9,SERV PERSONALES,MARZO,117465-158004-160,,
203013,COLUNGA OYERVIDEZ EDGAR ALEJANDRO CARLOS,COOE851105RQ1,,NO APLICA,FINIQUITO 118756,CH,1104892.0,2021-03-24,5128.9,SERV PERSONALES,MARZO,118756-158004-212,,
203013,CONTRERAS TORRES BLANCA PAOLA,COTB861228GH7,,NO APLICA,FINIQUITO 113764,CH,1104798.0,2021-03-16,26724.27,SERV PERSONALES,MARZO,113764-158004-114,,
203013,CORTEZ HERNANDEZ BRAULIO,COHB840126RB9,,NO APLICA,FINIQUITO 110503,CH,1104878.0,2021-03-24,6907.44,SERV PERSONALES,MARZO,110503-158004-98,,
203013,CRUZ CORTES FRANCISCO JAVIER,CUCF861018935,,NO APLICA,PAGO POR JUICIO CONTENCIOSO 547/2017,CH,1104795.0,2021-03-12,871314.22,SERV PERSONALES,MARZO,100393-158004-298,,
203013,DE LA GARZA SANTOS ADRIAN EMILIO,GASA710917LY7,,NO APLICA,FINIQUITO 116000,CH,1104955.0,2021-03-31,275898.56,SERV PERSONALES,MARZO,116000-158004-453,,
203013,ESQUIVEL SALAS JORGE RODRIGO,EUSJ7203132C3,,NO APLICA,PAGO LAUDO No. 37/2015   ANTE EL TRIBUNAL DE ARBITRAJE DEL MUNICIPIO DE MONTERREY,CH,1104956.0,2021-03-31,49925.92,SERV PERSONALES,MARZO,16900-158004-412,,
203013,GARZA DURAN SANDRA PATRICIA,GADS791204C60,,NO APLICA,FINIQUITO 116844,CH,1104893.0,2021-03-24,12886.87,SERV PERSONALES,MARZO,116844-158004-185,,
203013,GARZA GONZALEZ ERIKA LIZETT,GAGE910122LK9,,NO APLICA,HONORARIOS ASIMILABLES A SUELDO 119943,CH,1104880.0,2021-03-24,1796.76,SERV PERSONALES,MARZO,119943-158004-164,,
203013,GONZALEZ GARCIA RICARDO,GOGR7608129B3,,NO APLICA,FINIQUITO 113753,CH,1104885.0,2021-03-24,6969.05,SERV PERSONALES,MARZO,113753-158004-157,,
203013,GUZMAN BERNABE LLUVIA YARENI,GUBL821102PJ8,,NO APLICA,PAGO POR JUICIO CONTENCIOSO 1275/2018,CH,1104780.0,2021-03-11,601056.61,SERV PERSONALES,MARZO,44784-158004-229,,
203013,LIMON AGUILAR ALFONSO GABRIEL,LIAA830801KF9,,NO APLICA,PAGO POR JUICIO CONTENCIOSO 609/2018,CH,1104781.0,2021-03-11,749202.29,SERV PERSONALES,MARZO,82677-158004-228,,
203013,MARTINEZ GAMEZ JAVIER,MAGJ950104T74,,NO APLICA,FINIQUITO 119436,CH,1104881.0,2021-03-24,10962.07,SERV PERSONALES,MARZO,119436-158004-165,,
203013,MARTINEZ VARGAS EFREN,MAVE940317S81,,NO APLICA,FINIQUITO 119790,CH,1104894.0,2021-03-24,5116.06,SERV PERSONALES,MARZO,119790-158004-210,,
203013,MOLINA HIRACHETA LUIS ALEXIS,MOHL980410PS5,,NO APLICA,FINIQUITO 118509,CH,1104897.0,2021-03-24,9218.47,SERV PERSONALES,MARZO,118509-158004-272,,
203013,MOTA HERNANDEZ HECTOR RAUL,MOHH910620F34,,NO APLICA,FINIQUITO 119031,CH,1104891.0,2021-03-24,3531.44,SERV PERSONALES,MARZO,119031-158004-222,,
203013,NORIEGA MARTINEZ JAVIER IVAN,NOMJ8405188V8,,NO APLICA,FINIQUITO 111975,CH,1104873.0,2021-03-24,15483.64,SERV PERSONALES,MARZO,111975-158004-94,,
203013,OGAZON VILLARREAL GERARDO VIRGILIO,OAVG631130P89,,NO APLICA,FINIQUITO 112376,CH,1104871.0,2021-03-24,23408.07,SERV PERSONALES,MARZO,112376-158004-104,,
203013,PEREZ RODRIGUEZ GABRIELA LIZBETH,PERG981202JN5,,NO APLICA,FINIQUITO 119867,CH,1104883.0,2021-03-24,6056.78,SERV PERSONALES,MARZO,119867-158004-169,,
203013,RODRIGUEZ LOPEZ CARLOS EMMANUEL,ROLC8112274F5,,NO APLICA,CUMPLIMIENTO A SENTENCIA DEL JUICIO 1142/2018,CH,1104801.0,2021-03-16,9975.0,SERV PERSONALES,MARZO,JUICIO 1142/2018-153001-35,,
203013,ROEHLL GARCIA RICHARD,ROGR860607I22,,NO APLICA,FINIQUITO 110376,CH,1104889.0,2021-03-24,79700.66,SERV PERSONALES,MARZO,110376-158004-139,,
203013,SALGADO CORTEZ JORGE LUIS,SACJ8705196GA,,NO APLICA,FINIQUITO 119193,CH,1104884.0,2021-03-24,8767.73,SERV PERSONALES,MARZO,119193-158004-156,,
203013,SANCHEZ GARCIA FRANCISCO JAVIER,SAGF810801NL1,,NO APLICA,HONORARIOS ASIMILABLES A SUELDO 112805,CH,1104899.0,2021-03-24,6808.58,SERV PERSONALES,MARZO,112805-158004-183,,
203013,SAUCEDO GARZA VIRGINIA,SAGV510718UH2,,NO APLICA,PAGO ANTE EL TRIBUNAL DE ARBITRAJE SEGUN EXP. 55/2020,CH,1104844.0,2021-03-22,49406.91,SERV PERSONALES,MARZO,72468-158004-245,,
203016,AVILA ALDAY FABIOLA CECILIA,AIAF8911219Q0,,NO APLICA,PAGO DE SEGURO DE VIDA POR DEFUNCION DEL C. JOSE LORENZO AVILA ALONSO NOMINA 7125,CH,1104848.0,2021-03-23,50700.0,SERV PERSONALES,MARZO,7125-158004-255,,
203016,AVILA ALDAY FABIOLA CECILIA,AIAF8911219Q0,,NO APLICA,PAGO DE ACUERDO PRODEFUNCION SVYT  1A. MARZO (FALLECIMIENTO DEL C. J. LORENZO AVILA ALONSO),CH,1104900.0,2021-03-24,37735.37,SERV PERSONALES,MARZO,7125-158004-323,,
203016,AVILA ALDAY GRACIELA PATRICIA,AIAG8601021Q7,,NO APLICA,PAGO DE SEGURO DE VIDA POR DEFUNCION DEL C. JOSE LORENZO AVILA ALONSO NOMINA 7125,CH,1104849.0,2021-03-23,50700.0,SERV PERSONALES,MARZO,7125-158004-256,,
203016,AVILA ALDAY GRACIELA PATRICIA,AIAG8601021Q7,,NO APLICA,PAGO DE ACUERDO PRODEFUNCION SVYT  1A. MARZO (FALLECIMIENTO DEL C. J. LORENZO AVILA ALONSO),CH,1104901.0,2021-03-24,37735.37,SERV PERSONALES,MARZO,7125-158004-322,,
203016,AVILA ALDAY LORENA BERENICE,AIAL940410PN3,,NO APLICA,PAGO DE SEGURO DE VIDA POR DEFUNCION DEL C. JOSE LORENZO AVILA ALONSO NOMINA 7125,CH,1104859.0,2021-03-23,67600.0,SERV PERSONALES,MARZO,7125-158004-257,,
203016,AVILA ALDAY LORENA BERENICE,AIAL940410PN3,,NO APLICA,PAGO DE ACUERDO PRODEFUNCION SVYT  1A. MARZO (FALLECIMIENTO DEL C. J. LORENZO AVILA ALONSO),CH,1104902.0,2021-03-24,37735.37,SERV PERSONALES,MARZO,7125-158004-324,,
203016,AVILA OLVERA MANUEL GERMAN,AIOM500528U99,,NO APLICA,PAGO DE ACUERDO PRODEFUNCION SVYT  (FALLECIMIENTO C. LAURA CORPUS VAZQUEZ ),CH,1104767.0,2021-03-04,6837.02,SERV PERSONALES,MARZO,9029-158004-131,,
203016,BAUTISTA CORONADO YAHAIRA STEPHANIE,BACY980320L41,,NO APLICA,FONDO DE PENSIONES 117642,CH,1104888.0,2021-03-24,561.6,SERV PERSONALES,MARZO,117642-158004-138,,
203016,BERMEA GARCIA LETICIA,BEGL500711TLA,,NO APLICA,PAGO DE SEGURO DE VIDA DEL C. JAIME GARZA DE LA GARZA NOMINA 100896,CH,1104860.0,2021-03-23,67922.06,SERV PERSONALES,MARZO,100896-158004-267,,
203016,CHAVEZ RIVERA CECILIA ALEXANDRA,CARC931114551,,NO APLICA,FONDO DE PENSIONES 117465,CH,1104895.0,2021-03-24,1665.28,SERV PERSONALES,MARZO,117465-158004-179,,
203016,COLUNGA OYERVIDEZ EDGAR ALEJANDRO CARLOS,COOE851105RQ1,,NO APLICA,FONDO DE PENSIONES 118756,CH,1104896.0,2021-03-24,936.0,SERV PERSONALES,MARZO,118756-158004-216,,
203016,CORTEZ HERNANDEZ BRAULIO,COHB840126RB9,,NO APLICA,FONDO DE PENSIONES 110503,CH,1104875.0,2021-03-24,14025.0,SERV PERSONALES,MARZO,110503-158004-100,,
203016,DE LA CRUZ MARTINEZ FLORENCIO,CUMF811101DQ1,,NO APLICA,FONDO DE PENSIONES 104422,CH,1104903.0,2021-03-24,2824.32,SERV PERSONALES,MARZO,104422-158004-307,,
203016,DE LEON TREVIÑO MARIA LUCILA,LETL550707814,,NO APLICA,PAGO DE SEGURO DE VIDA POR DEFUNCION DEL C. ENRIQUE AUREO VERASTEGUI MARTINEZ NOMINA 805,CH,1104850.0,2021-03-23,171615.53,SERV PERSONALES,MARZO,805-158004-250,,
203016,DOMINGUEZ TELLEZ ADRIAN EDUARDO,DOTA720814DS0,,NO APLICA,PAGO DE SEGURO DE VIDA POR DEFUNCION DEL C. J. CARMEN CORTES ARMADILLO NOMINA 3067,CH,1104861.0,2021-03-23,169000.0,SERV PERSONALES,MARZO,3067-158004-258,,
203016,GARCIA GARCIA BLANCA ESTHELA,GAGB730124AB7,,NO APLICA,PAGO DE SEGURO DE VIDA POR DEFUNCION DEL C. RAMIRO GARCIA GAMEZ NOMINA 8113,CH,1104932.0,2021-03-26,42250.0,SERV PERSONALES,MARZO,8113-158004-360,,
203016,GARCIA GARCIA RAMIRO MARIO,GAGR760727BR3,,NO APLICA,PAGO DE SEGURO DE VIDA POR DEFUNCION DEL C. RAMIRO GARCIA GAMEZ NOMINA 8113,CH,1104933.0,2021-03-26,42250.0,SERV PERSONALES,MARZO,8113-158004-362,,
203016,GARCIA GARCIA TERESA DE JESUS,GAGT731217MZ8,,NO APLICA,PAGO DE SEGURO DE VIDA POR DEFUNCION DEL C. RAMIRO GARCIA GAMEZ NOMINA 8113,CH,1104934.0,2021-03-26,42250.0,SERV PERSONALES,MARZO,8113-158004-361,,
203016,GARZA BERMEA MARCELA,GABM7709262I6,,NO APLICA,PAGO DE SEGURO DE VIDA DEL C. JAIME GARZA DE LA GARZA NOMINA 100896,CH,1104862.0,2021-03-23,42250.0,SERV PERSONALES,MARZO,100896-158004-265,,
203016,GARZA BERMEA MAURICIO,GABM750526NM8,,NO APLICA,PAGO DE SEGURO DE VIDA DEL C. JAIME GARZA DE LA GARZA NOMINA 100896,CH,1104863.0,2021-03-23,42250.0,SERV PERSONALES,MARZO,100896-158004-266,,
203016,GARZA DURAN SANDRA PATRICIA,GADS791204C60,,NO APLICA,FONDO DE PENSIONES 116844,CH,1104890.0,2021-03-24,2280.0,SERV PERSONALES,MARZO,116844-158004-189,,
203016,GONZALEZ GARCIA RICARDO,GOGR7608129B3,,NO APLICA,FONDO DE PENSIONES 113753,CH,1104898.0,2021-03-24,7200.0,SERV PERSONALES,MARZO,113753-158004-174,,
203016,GONZALEZ RODRIGUEZ FRANCISCO FABIAN,GORF871207PP5,,NO APLICA,FONDO PENSIONES 116231,CH,1104826.0,2021-03-18,29760.0,SERV PERSONALES,MARZO,116231-158004-75,,
203016,ISIDA GARZA LAURA DEL CONSUELO,IIGL680612K98,,NO APLICA,PAGO DE SEGURO DE VIDA DEL C. JOSE LEONARDO TANCREDI FERNANDEZ NOMINA 4358,CH,1104851.0,2021-03-23,97515.85,SERV PERSONALES,MARZO,4358-158004-253,,
203016,LOPEZ VAZQUEZ AZAEL SANTIAGO,LOVA900525AL5,,NO APLICA,PAGO DE SEGURO DE VIDA POR DEFUNCION DEL C. SANTIAGO LOPEZ LUCIO NOMINA 4086,CH,1104852.0,2021-03-23,84500.0,SERV PERSONALES,MARZO,4086-158004-248,,
203016,MENA TOVAR LUZ,METL471103AU7,,NO APLICA,PAGO DE SEGURO DE VIDA POR DEFUNCION DEL C. VICENTE GARCIA IBARRA NOMINA 16154,CH,1104853.0,2021-03-23,161642.59,SERV PERSONALES,MARZO,16154-158004-251,,
203016,MIJANGOS DE JESUS FERNANDO,MIJF920125NZ9,,NO APLICA,PAGO 30% PROCEDIMIENTO RESPONSABILIDAD ADMVA. CHJ/156-19-PM (MARZO),CH,1104944.0,2021-03-30,4084.68,SERV PERSONALES,MARZO,103044-158004-337,,
203016,MOLINA HIRACHETA LUIS ALEXIS,MOHL980410PS5,,NO APLICA,FONDO DE PENSIONES 118509,CH,1104904.0,2021-03-24,1123.2,SERV PERSONALES,MARZO,118509-158004-289,,
203016,MORENO FRIAS ANDRES,MOFA681031AR8,,NO APLICA,PAGO DE ACUERDO PRODEFUNCION SVYT (FALLECIMIENTO C. ANDRES MORENO RAMIREZ),CH,1104768.0,2021-03-04,29017.34,SERV PERSONALES,MARZO,3671-158004-133,,
203016,MORENO FRIAS HECTOR ANTONIO,MOFH710919UM8,,NO APLICA,PAGO DE ACUERDO PRODEFUNCION SVYT (FALLECIMIENTO C. ANDRES MORENO RAMIREZ),CH,1104769.0,2021-03-04,29017.34,SERV PERSONALES,MARZO,3671-158004-135,,
203016,MORENO FRIAS SAMUEL,MOFS78110147A,,NO APLICA,PAGO DE ACUERDO PRODEFUNCION SVYT (FALLECIMIENTO C. ANDRES MORENO RAMIREZ),CH,1104770.0,2021-03-04,29017.34,SERV PERSONALES,MARZO,3671-158004-134,,
203016,MORENO FRIAS SANDRA VIRGINIA,MOFS640625367,,NO APLICA,PAGO DE ACUERDO PRODEFUNCION SVT (FALLECIMIENTO C. ANDRES MORENO RAMIREZ),CH,1104762.0,2021-03-04,29017.35,SERV PERSONALES,MARZO,3671-158004-88,,
203016,MORUA QUIÑONES ANA BERTHA,MOQA610514FV5,,NO APLICA,PAGO DE SEGURO DE VIDA POR DEFUNCION DEL C. HILARIO MORUA SAENZ NOMINA 3711,CH,1104864.0,2021-03-23,32026.53,SERV PERSONALES,MARZO,3711-158004-261,,
203016,MORUA QUIÑONES HILARIO ANTONIO,MOQH591110UY2,,NO APLICA,PAGO DE SEGURO DE VIDA POR DEFUNCION DEL C. HILARIO MORUA SAENZ NOMINA 3711,CH,1104865.0,2021-03-23,32026.53,SERV PERSONALES,MARZO,3711-158004-260,,
203016,MORUA QUIÑONES JULIO CESAR,MOQJ620917E63,,NO APLICA,PAGO DE SEGURO DE VIDA POR DEFUNCION DEL C. HILARIO MORUA SAENZ NOMINA 3711,CH,1104866.0,2021-03-23,32026.53,SERV PERSONALES,MARZO,3711-158004-263,,
